seed,result,time(seconds)
5901,solved,0
5902,solved,0
5903,solved,0
5904,solved,0.07
5905,solved,3.74
5906,unsolvable,225.55
5907,solved,0.08
5908,solved,0
5909,unsolvable,274.5
5910,solved,26.65
5911,solved,0
5912,solved,0
5913,solved,24.53
5914,solved,5
5915,solved,0.01
5916,solved,0
5917,solved,0
5918,unsolvable,1.67
5919,unsolvable,0
5920,solved,0
5921,unsolvable,1.86
5922,solved,0.01
5923,solved,0
5924,solved,0.04
5925,solved,0
5926,solved,1.55
5927,solved,0.01
5928,solved,0
5929,solved,24.65
5930,unsolvable,0.63
5931,solved,0
5932,solved,0
5933,solved,0
5934,solved,0.34
5935,solved,0
5936,unsolvable,28.02
5937,solved,0.01
5938,solved,0
5939,solved,0
5940,unsolvable,0.57
5941,solved,0
5942,unsolvable,768.21
5943,unsolvable,0.02
5944,solved,0.45
5945,solved,0
5946,unsolvable,5590.98
5947,solved,0
5948,solved,0
5949,solved,0
5950,solved,0
5951,unsolvable,1034.79
5952,solved,0.07
5953,solved,0.26
5954,solved,0
5955,unsolvable,7.98
5956,solved,0.11
5957,unsolvable,208.42
5958,solved,1.11
5959,solved,0
5960,solved,0.01
5961,solved,0
5962,solved,0
5963,unsolvable,0.16
5964,solved,0.82
5965,solved,0
5966,solved,3.12
5967,solved,19.51
5968,solved,0
5969,solved,11.88
5970,solved,0.26
5971,solved,0.12
5972,solved,0
5973,solved,2.28
5974,solved,0
5975,solved,0
5976,solved,0.33
5977,solved,0
5978,solved,0
5979,solved,8.79
5980,solved,0
5981,solved,0
5982,solved,77.44
5983,solved,0
5984,solved,0
5985,solved,19.28
5986,solved,0
5987,unsolvable,38.01
5988,solved,0.02
5989,solved,0.5
5990,unsolvable,0
5991,unsolvable,34.6
5992,unsolvable,0.04
5993,solved,0
5994,solved,0.01
5995,solved,0.39
5996,unsolvable,58.44
5997,solved,0.03
5998,solved,1.41
5999,unsolvable,36.52
6000,solved,0
6001,solved,0
6002,solved,0
6003,solved,0
6004,solved,0.67
6005,solved,0
6006,unsolvable,47.29
6007,solved,0.83
6008,solved,0.55
6009,unsolvable,0.06
6010,solved,0
6011,solved,0
6012,solved,0.12
6013,solved,0
6014,solved,0
6015,solved,0
6016,solved,0.05
6017,solved,0
6018,solved,0
6019,solved,0
6020,solved,0.07
6021,solved,0
6022,solved,0
6023,unsolvable,0.24
6024,solved,0
6025,unsolvable,0.09
6026,unsolvable,0
6027,solved,0
6028,solved,2.75
6029,unsolvable,0.58
6030,solved,0
6031,solved,0
6032,solved,0
6033,solved,0
6034,solved,0.01
6035,solved,2.73
6036,solved,0
6037,solved,0.92
6038,solved,1.34
6039,solved,0
6040,solved,0.83
6041,solved,0
6042,solved,0
6043,solved,0.1
6044,solved,0
6045,solved,0.06
6046,solved,0
6047,unsolvable,9.49
6048,unsolvable,5.3
6049,solved,0.02
6050,solved,0
6051,unsolvable,0
6052,solved,0
6053,solved,0
6054,solved,0.66
6055,solved,28.64
6056,solved,0
6057,solved,0
6058,solved,0.77
6059,solved,0
6060,unsolvable,0.21
6061,solved,0
6062,solved,0
6063,solved,0
6064,solved,0
6065,solved,0
6066,solved,1.36
6067,solved,0
6068,solved,0.71
6069,solved,0
6070,unsolvable,69.9
6071,unsolvable,0
6072,unsolvable,0.28
6073,solved,0
6074,unsolvable,0.19
6075,unsolvable,0
6076,solved,0
6077,solved,0
6078,solved,0
6079,solved,0
6080,solved,0.03
6081,solved,0
6082,solved,0
6083,solved,19.02
6084,solved,0.05
6085,solved,3.25
6086,solved,3.39
6087,solved,0
6088,solved,0.01
6089,solved,0
6090,solved,0
6091,solved,0.02
6092,unsolvable,23268.74
6093,unsolvable,0.09
6094,solved,0
6095,solved,0.29
6096,solved,15.51
6097,solved,0
6098,unsolvable,0
6099,solved,0
6100,solved,0
6101,solved,0.01
6102,solved,0
6103,unsolvable,177.16
6104,solved,0
6105,solved,0.01
6106,solved,4.73
6107,solved,0
6108,solved,0.02
6109,solved,0.04
6110,solved,0
6111,solved,0
6112,solved,0
6113,solved,3.79
6114,solved,0
6115,unsolvable,0
6116,solved,0.05
6117,solved,0.17
6118,solved,0
6119,solved,0.21
6120,unsolvable,0.59
6121,solved,0.04
6122,solved,0.04
6123,solved,0
6124,solved,0
6125,unsolvable,0.01
6126,solved,0
6127,solved,0
6128,solved,0
6129,unsolvable,43.01
6130,solved,0
6131,solved,0
6132,solved,1.72
6133,solved,0.12
6134,solved,0
6135,unsolvable,0.48
6136,solved,0
6137,solved,0.01
6138,solved,0
6139,solved,7.6
6140,solved,0
6141,solved,0
6142,solved,0
6143,solved,0
6144,solved,0
6145,solved,0
6146,solved,0
6147,solved,7.06
6148,solved,0
6149,solved,0
6150,solved,186.08
6151,solved,0.01
6152,solved,0
6153,solved,0
6154,solved,0
6155,solved,0
6156,solved,0.01
6157,solved,0
6158,solved,0
6159,solved,0
6160,solved,0
6161,solved,1.62
6162,solved,0.01
6163,solved,0.69
6164,solved,0
6165,solved,0.22
6166,solved,0.01
6167,solved,0
6168,solved,0.09
6169,solved,0.24
6170,solved,0.02
6171,solved,0
6172,solved,0
6173,solved,0.06
6174,solved,0
6175,solved,0
6176,solved,0
6177,solved,2.97
6178,solved,0.02
6179,unsolvable,0.29
6180,solved,0
6181,solved,0
6182,solved,0
6183,solved,0
6184,solved,0.09
6185,solved,0.03
6186,solved,0
6187,unsolvable,0
6188,solved,0.23
6189,solved,0
6190,solved,0
6191,solved,0
6192,solved,0.13
6193,unsolvable,123.11
6194,solved,0
6195,solved,0
6196,solved,0.71
6197,solved,0
6198,solved,0.05
6199,unsolvable,61.43
6200,unsolvable,2.1
6201,solved,0
6202,solved,0
6203,solved,0.01
6204,solved,0.08
6205,solved,0.01
6206,unsolvable,0
6207,solved,0.12
6208,solved,0
6209,solved,0
6210,solved,32.97
6211,solved,0.47
6212,solved,0
6213,solved,0
6214,solved,0
6215,unsolvable,42.5
6216,unsolvable,0.72
6217,solved,0
6218,solved,0
6219,solved,0.01
6220,solved,0.07
6221,solved,0.08
6222,solved,0
6223,unsolvable,2.38
6224,solved,4.28
6225,solved,10.13
6226,solved,0
6227,solved,0.01
6228,solved,0
6229,unsolvable,0.63
6230,solved,0
6231,solved,0.36
6232,solved,0.02
6233,unsolvable,0.53
6234,solved,0.04
6235,solved,0.08
6236,solved,0
6237,solved,0
6238,solved,0
6239,solved,0
6240,solved,0.02
6241,unsolvable,1.61
6242,solved,0.2
6243,unsolvable,2.52
6244,solved,0
6245,solved,0
6246,solved,0
6247,solved,0.05
6248,solved,0.29
6249,solved,0.01
6250,solved,0
6251,solved,0
6252,solved,0.09
6253,solved,0.01
6254,solved,0
6255,solved,0
6256,unsolvable,0.47
6257,solved,0
6258,solved,0
6259,solved,0
6260,solved,0.03
6261,unsolvable,0
6262,solved,0
6263,solved,0
6264,solved,0
6265,solved,0
6266,unsolvable,6.78
6267,solved,0
6268,solved,0.07
6269,solved,0.02
6270,solved,0
6271,solved,0
6272,unsolvable,0.27
6273,solved,131.42
6274,solved,0
6275,unsolvable,156.29
6276,solved,0.22
6277,solved,0.05
6278,unsolvable,0.04
6279,solved,0
6280,solved,0
6281,solved,0
6282,solved,0
6283,solved,0.01
6284,solved,0
6285,solved,0
6286,solved,0
6287,solved,0
6288,solved,0.13
6289,solved,0.01
6290,solved,0
6291,solved,0
6292,solved,0
6293,solved,0.03
6294,solved,0
6295,solved,0
6296,solved,0
6297,solved,0
6298,solved,0
6299,solved,0
6300,solved,0
6301,solved,0.13
6302,solved,0.11
6303,solved,0
6304,solved,0
6305,solved,0.29
6306,solved,0
6307,solved,0
6308,solved,0.37
6309,solved,13.22
6310,unsolvable,0
6311,solved,0.08
6312,solved,0
6313,solved,0
6314,solved,0.12
6315,unsolvable,0.06
6316,unsolvable,67.06
6317,solved,0.02
6318,unsolvable,1640.74
6319,solved,0
6320,solved,0.16
6321,solved,1.64
6322,solved,0
6323,solved,0
6324,solved,0.1
6325,solved,0.01
6326,unsolvable,0
6327,solved,0.42
6328,solved,0.02
6329,solved,0.34
6330,unsolvable,0.07
6331,solved,0
6332,solved,0.01
6333,solved,0
6334,solved,0
6335,unsolvable,0
6336,solved,0
6337,solved,0
6338,solved,0
6339,solved,0.14
6340,solved,0.01
6341,solved,0.22
6342,solved,0.02
6343,unsolvable,1.81
6344,solved,0.02
6345,unsolvable,0
6346,unsolvable,210.71
6347,solved,0
6348,solved,0
6349,solved,0
6350,solved,3.39
6351,solved,0
6352,solved,0
6353,unsolvable,212.21
6354,solved,0
6355,unsolvable,0.04
6356,solved,0.03
6357,solved,0.01
6358,solved,0.18
6359,solved,0.1
6360,solved,0
6361,solved,0.41
6362,solved,0
6363,solved,0.01
6364,unsolvable,0.13
6365,solved,0.56
6366,solved,0
6367,solved,0
6368,solved,0
6369,solved,0
6370,solved,0.02
6371,solved,0
6372,solved,0.19
6373,solved,0.22
6374,solved,0
6375,solved,1.1
6376,solved,0.01
6377,solved,0
6378,solved,0
6379,solved,0
6380,unsolvable,0
6381,solved,0.01
6382,solved,0.01
6383,unsolvable,0
6384,solved,0.01
6385,solved,0
6386,solved,0
6387,solved,0
6388,unsolvable,0.2
6389,solved,0
6390,solved,0.01
6391,solved,0
6392,solved,0
6393,unsolvable,11615.2
6394,solved,7911.2
6395,unsolvable,0
6396,solved,0
6397,solved,0
6398,solved,0
6399,solved,7.23
6400,solved,0
6401,solved,0.05
6402,unsolvable,101.2
6403,solved,0.04
6404,solved,6.56
6405,unsolvable,0.03
6406,solved,0
6407,solved,0
6408,solved,0
6409,solved,0
6410,solved,0
6411,solved,0
6412,unsolvable,0.77
6413,solved,0.03
6414,solved,0.27
6415,unsolvable,0.01
6416,solved,0
6417,solved,0.12
6418,solved,0.05
6419,solved,0
6420,solved,0
6421,unsolvable,0
6422,solved,6.23
6423,solved,5.53
6424,solved,0.01
6425,unsolvable,0
6426,solved,0
6427,solved,1.91
6428,unsolvable,232.14
6429,solved,0
6430,solved,0
6431,solved,0
6432,unsolvable,1
6433,solved,0
6434,solved,0
6435,solved,0
6436,unsolvable,0.11
6437,solved,0.38
6438,solved,0.13
6439,solved,0
6440,solved,0
6441,solved,0
6442,solved,0.01
6443,solved,0.01
6444,solved,0
6445,unsolvable,0.01
6446,solved,0
6447,solved,0
6448,solved,0
6449,solved,17.02
6450,solved,0
6451,solved,0.01
6452,solved,0
6453,unsolvable,1.76
6454,unsolvable,0.41
6455,solved,0
6456,solved,1.19
6457,solved,0.01
6458,solved,0
6459,solved,0
6460,solved,0.07
6461,solved,0
6462,solved,0.34
6463,solved,0
6464,solved,0.45
6465,solved,16.93
6466,solved,0
6467,solved,0.09
6468,solved,0
6469,solved,0
6470,solved,0
6471,solved,0
6472,solved,0
6473,unsolvable,0.02
6474,solved,0
6475,solved,0.03
6476,solved,0
6477,solved,0
6478,solved,0.06
6479,solved,0.02
6480,solved,0
6481,solved,0
6482,solved,0
6483,unsolvable,0
6484,solved,0
6485,solved,0
6486,solved,0
6487,solved,0.01
6488,solved,0
6489,solved,0.04
6490,solved,0.04
6491,solved,0
6492,solved,4.01
6493,solved,2
6494,solved,0
6495,solved,0
6496,solved,0
6497,solved,0
6498,solved,36.68
6499,solved,0
6500,unsolvable,0
6501,solved,0
6502,solved,0.04
6503,solved,0
6504,solved,0
6505,solved,0.04
6506,solved,0.22
6507,unsolvable,68.8
6508,solved,0.61
6509,solved,0
6510,solved,0.55
6511,solved,0
6512,solved,1.42
6513,solved,0.04
6514,solved,0.01
6515,solved,0
6516,unsolvable,331.91
6517,unsolvable,71.73
6518,solved,0
6519,unsolvable,8.66
6520,solved,5.43
6521,solved,0.01
6522,unsolvable,461.22
6523,solved,0.01
6524,solved,0.47
6525,unsolvable,35.3
6526,unsolvable,0.97
6527,solved,0
6528,solved,0
6529,solved,0
6530,solved,0.01
6531,solved,0
6532,unsolvable,2.45
6533,solved,0
6534,solved,0
6535,unsolvable,0.03
6536,solved,0.06
6537,solved,0
6538,solved,0
6539,solved,0.05
6540,solved,0
6541,solved,0.05
6542,solved,0
6543,unsolvable,29.9
6544,solved,0
6545,solved,0.03
6546,unsolvable,38.38
6547,solved,0
6548,solved,1.71
6549,solved,0.01
6550,solved,0
6551,solved,0
6552,solved,0.12
6553,solved,0.44
6554,solved,287.63
6555,solved,0
6556,solved,0
6557,solved,0.01
6558,solved,0.45
6559,solved,0
6560,solved,0.01
6561,solved,0
6562,solved,0.03
6563,solved,0
6564,solved,0
6565,solved,0
6566,solved,0.03
6567,solved,2.13
6568,solved,10.42
6569,solved,1.63
6570,solved,0.64
6571,solved,0.01
6572,solved,0
6573,solved,0.01
6574,solved,0
6575,solved,0.02
6576,solved,0.01
6577,solved,0.03
6578,solved,0.01
6579,solved,74.85
6580,solved,0
6581,solved,0.18
6582,unsolvable,2.42
6583,solved,0
6584,solved,0.08
6585,solved,0
6586,solved,0.01
6587,solved,0
6588,solved,0
6589,solved,0
6590,solved,0
6591,solved,0.25
6592,solved,0
6593,solved,0.07
6594,solved,0.73
6595,solved,0
6596,solved,0.21
6597,solved,0.39
6598,unsolvable,3.44
6599,unsolvable,0
6600,solved,0
6601,solved,2.18
6602,solved,0.03
6603,solved,0
6604,solved,0
6605,solved,0
6606,solved,0.01
6607,solved,0
6608,solved,9.56
6609,solved,17.76
6610,unsolvable,0.02
6611,solved,0
6612,solved,0.17
6613,solved,0.01
6614,solved,0.2
6615,solved,1.31
6616,solved,0.38
6617,solved,0
6618,solved,0
6619,unsolvable,0.01
6620,solved,0.04
6621,solved,0.01
6622,unsolvable,0
6623,unsolvable,0.15
6624,unsolvable,0.06
6625,solved,0
6626,solved,0
6627,solved,0.04
6628,solved,0
6629,unsolvable,0.67
6630,solved,3.77
6631,solved,0
6632,solved,0
6633,solved,0.03
6634,solved,0.01
6635,solved,0.83
6636,solved,0
6637,solved,8.17
6638,solved,0
6639,solved,0
6640,solved,0.79
6641,unsolvable,73.26
6642,solved,0
6643,unsolvable,0
6644,solved,0
6645,solved,1.43
6646,solved,0.5
6647,unsolvable,0
6648,solved,0
6649,solved,0
6650,solved,0
6651,solved,2.09
6652,solved,0
6653,unsolvable,90.07
6654,solved,0.01
6655,solved,0
6656,unsolvable,871.01
6657,unsolvable,0
6658,solved,1.68
6659,solved,0
6660,unsolvable,3654.64
6661,solved,0.01
6662,solved,0
6663,solved,0
6664,solved,0.21
6665,solved,0.01
6666,solved,0
6667,solved,1.47
6668,solved,0.01
6669,solved,0.12
6670,solved,0.03
6671,solved,0
6672,solved,0.63
6673,solved,0
6674,solved,0
6675,solved,0
6676,solved,0
6677,solved,0.01
6678,solved,0
6679,solved,0
6680,unsolvable,534.54
6681,solved,0.01
6682,unsolvable,177.36
6683,solved,0
6684,solved,0
6685,solved,0
6686,solved,0
6687,unsolvable,0.08
6688,unsolvable,0.13
6689,unsolvable,0.59
6690,solved,0
6691,unsolvable,0
6692,solved,0.13
6693,unsolvable,0.25
6694,solved,0.03
6695,solved,0.01
6696,solved,0.13
6697,solved,0.04
6698,unsolvable,0.69
6699,unsolvable,18.85
6700,unsolvable,0
6701,solved,0
6702,solved,0.02
6703,solved,0.43
6704,solved,3.46
6705,solved,0
6706,solved,0
6707,solved,0.01
6708,solved,0.08
6709,solved,0
6710,solved,0.04
6711,solved,0
6712,solved,0.01
6713,solved,0.23
6714,solved,29.74
6715,solved,0
6716,solved,0.18
6717,solved,0
6718,solved,0
6719,solved,0
6720,solved,1.19
6721,solved,1.2
6722,solved,0
6723,solved,4.02
6724,solved,0.02
6725,solved,0.05
6726,solved,0.42
6727,solved,1.95
6728,solved,0
6729,solved,0.03
6730,solved,1.49
6731,solved,1.36
6732,solved,0.01
6733,unsolvable,59.66
6734,solved,0.02
6735,solved,0
6736,unsolvable,0
6737,unsolvable,13.91
6738,solved,0.01
6739,solved,0.63
6740,solved,0
6741,solved,0
6742,solved,0
6743,solved,0
6744,unsolvable,5.64
6745,solved,0.2
6746,unsolvable,13.28
6747,solved,0
6748,solved,0.01
6749,solved,0
6750,solved,0.01
6751,solved,0
6752,solved,0
6753,solved,0.02
6754,unsolvable,23.45
6755,solved,0.36
6756,solved,0
6757,unsolvable,9.01
6758,solved,0.14
6759,unsolvable,21.72
6760,solved,0.04
6761,solved,4.82
6762,solved,0
6763,solved,0.06
6764,solved,143.67
6765,solved,0
6766,solved,0.48
6767,solved,0.33
6768,solved,0
6769,solved,0
6770,unsolvable,1.65
6771,solved,0
6772,solved,0
6773,unsolvable,0
6774,solved,0.06
6775,unsolvable,0.9
6776,solved,0
6777,solved,0
6778,solved,0.01
6779,solved,0
6780,solved,0
6781,solved,0
6782,unsolvable,215.75
6783,solved,0
6784,solved,0.98
6785,solved,0.03
6786,unsolvable,5.33
6787,solved,0
6788,unsolvable,0.09
6789,solved,0
6790,unsolvable,0.18
6791,solved,0.78
6792,solved,0.29
6793,solved,0.18
6794,solved,0
6795,unsolvable,3.5
6796,solved,0.71
6797,solved,5.7
6798,solved,0.91
6799,solved,0
6800,solved,0.01
6801,solved,0
6802,solved,6.18
6803,solved,27.73
6804,unsolvable,0.82
6805,solved,0.65
6806,solved,0
6807,solved,5.5
6808,solved,0
6809,solved,2.02
6810,solved,0
6811,unsolvable,250.2
6812,solved,8.14
6813,solved,0
6814,unsolvable,9.59
6815,solved,0.42
6816,solved,0.12
6817,solved,0
6818,solved,0.13
6819,solved,0
6820,solved,0
6821,solved,1.81
6822,solved,4.45
6823,unsolvable,0
6824,solved,0
6825,solved,0.23
6826,unsolvable,0
6827,solved,0.02
6828,solved,0.04
6829,solved,0
6830,solved,0
6831,solved,0
6832,unsolvable,0.02
6833,solved,0
6834,solved,0.04
6835,solved,0
6836,solved,0.02
6837,solved,0
6838,solved,0
6839,solved,0.07
6840,unsolvable,1.32
6841,unsolvable,0.1
6842,unsolvable,0
6843,solved,0
6844,solved,0
6845,solved,6.34
6846,solved,22.78
6847,solved,20.86
6848,solved,0
6849,unsolvable,0.2
6850,unsolvable,16.95
6851,solved,0
6852,solved,0.09
6853,solved,0
6854,unsolvable,0
6855,solved,0
6856,solved,2.05
6857,unsolvable,30.67
6858,solved,0
6859,unsolvable,841.78
6860,solved,0
6861,solved,0.11
6862,solved,0
6863,solved,0
6864,solved,0
6865,unsolvable,1062.14
6866,solved,0
6867,solved,0
6868,solved,1.13
6869,solved,14.38
6870,solved,0
6871,solved,0.01
6872,solved,0
6873,solved,0.01
6874,unsolvable,0.01
6875,solved,0.39
6876,solved,0
6877,solved,0.01
6878,solved,0.11
6879,solved,0
6880,solved,0.02
6881,solved,0.2
6882,solved,0
6883,solved,0
6884,solved,0
6885,unsolvable,1.11
6886,solved,0
6887,solved,0.02
6888,solved,0
6889,solved,0.63
6890,solved,0.21
6891,unsolvable,1.6
6892,unsolvable,54.76
6893,unsolvable,21.06
6894,solved,0
6895,unsolvable,0.01
6896,solved,0
6897,solved,0
6898,solved,0
6899,solved,0
6900,solved,0
6901,solved,0
6902,solved,0
6903,solved,15.18
6904,solved,0.03
6905,solved,1.76
6906,unsolvable,0
6907,solved,0.01
6908,solved,0.2
6909,solved,0.01
6910,solved,0.08
6911,solved,0
6912,solved,0
6913,unsolvable,98.81
6914,unsolvable,451.83
6915,solved,0
6916,solved,0.69
6917,solved,0.24
6918,unsolvable,301.79
6919,solved,0.03
6920,solved,0.04
6921,unsolvable,12.34
6922,solved,0.14
6923,solved,0.01
6924,solved,0
6925,solved,0.53
6926,unsolvable,0
6927,unsolvable,3.21
6928,solved,0
6929,unsolvable,71.85
6930,solved,0.1
6931,solved,0
6932,unsolvable,0.02
6933,solved,0
6934,solved,0.01
6935,solved,0.02
6936,solved,0.04
6937,solved,0
6938,solved,0
6939,unsolvable,14.46
6940,solved,0
6941,solved,0.02
6942,solved,0
6943,solved,0
6944,solved,1.12
6945,solved,0.01
6946,solved,0.7
6947,solved,0
6948,solved,0
6949,solved,0.64
6950,solved,0
6951,solved,0
6952,solved,0
6953,solved,0.62
6954,solved,0
6955,solved,0
6956,solved,0
6957,unsolvable,0.04
6958,solved,0
6959,solved,0.17
6960,solved,39.87
6961,solved,0
6962,solved,1.05
6963,solved,2.92
6964,solved,0.55
6965,solved,0
6966,solved,0.1
6967,unsolvable,0
6968,solved,0
6969,solved,0
6970,solved,0
6971,solved,0.02
6972,solved,8.21
6973,unsolvable,304.42
6974,solved,0.05
6975,solved,0.01
6976,solved,0.11
6977,unsolvable,5.57
6978,unsolvable,0.15
6979,solved,0
6980,solved,0.02
6981,solved,0
6982,solved,0
6983,solved,0.01
6984,solved,0
6985,solved,0
6986,unsolvable,3.84
6987,solved,0.94
6988,unsolvable,0.03
6989,solved,0
6990,solved,0
6991,solved,12.54
6992,solved,0.81
6993,solved,0.03
6994,solved,0.04
6995,unsolvable,0
6996,solved,0
6997,solved,0
6998,solved,0.08
6999,solved,0.09
7000,solved,0
7001,solved,0
7002,unsolvable,0
7003,solved,0
7004,solved,0
7005,solved,2.86
7006,solved,0
7007,solved,1.97
7008,unsolvable,3381.32
7009,solved,0.02
7010,solved,0.02
7011,solved,0
7012,solved,0.41
7013,unsolvable,30.89
7014,solved,0.04
7015,unsolvable,0.05
7016,unsolvable,0
7017,solved,0.11
7018,solved,0.19
7019,solved,0.06
7020,solved,0
7021,unsolvable,296.21
7022,solved,0
7023,solved,0
7024,solved,0.01
7025,solved,0
7026,solved,0.01
7027,solved,0.1
7028,solved,0
7029,solved,1.1
7030,solved,0
7031,unsolvable,2.47
7032,solved,0.2
7033,unsolvable,0.07
7034,solved,80.2
7035,solved,0.03
7036,solved,0.02
7037,solved,5.57
7038,solved,0
7039,solved,0
7040,unsolvable,356.54
7041,solved,0.4
7042,solved,0
7043,unsolvable,521.29
7044,solved,0
7045,solved,0
7046,solved,0
7047,solved,0.02
7048,solved,0.01
7049,solved,0.01
7050,solved,0
7051,solved,0
7052,unsolvable,0
7053,unsolvable,3.19
7054,unsolvable,0.59
7055,solved,1.28
7056,solved,0
7057,solved,0.06
7058,solved,0
7059,solved,0.01
7060,solved,0
7061,solved,0.03
7062,solved,0
7063,solved,0
7064,solved,5.88
7065,unsolvable,33.91
7066,solved,0
7067,unsolvable,0.54
7068,solved,1.7
7069,solved,0
7070,solved,0
7071,solved,0.19
7072,solved,0
7073,solved,0.11
7074,unsolvable,3.61
7075,solved,0.06
7076,unsolvable,0.17
7077,solved,0
7078,solved,0
7079,solved,0
7080,solved,0.35
7081,solved,0
7082,solved,0
7083,solved,0
7084,solved,0.12
7085,unsolvable,0.64
7086,solved,0
7087,solved,0
7088,solved,0
7089,solved,0.15
7090,solved,0
7091,solved,2.19
7092,unsolvable,29.99
7093,solved,0
7094,solved,0.02
7095,solved,0.12
7096,solved,0.1
7097,solved,0
7098,solved,0.23
7099,unsolvable,0
7100,solved,0
7101,unsolvable,22.75
7102,unsolvable,0.5
7103,solved,0
7104,unsolvable,0
7105,solved,0
7106,unsolvable,8.14
7107,solved,0
7108,solved,0
7109,solved,0.01
7110,solved,0.01
7111,solved,70.03
7112,solved,0
7113,solved,0
7114,solved,0
7115,solved,0.04
7116,solved,0.04
7117,solved,0.02
7118,solved,0.01
7119,unsolvable,8.25
7120,solved,0.09
7121,solved,0.38
7122,solved,0.05
7123,solved,0
7124,unsolvable,0.13
7125,unsolvable,16.85
7126,solved,0
7127,solved,7.22
7128,solved,0.17
7129,solved,0.04
7130,unsolvable,0
7131,solved,0
7132,solved,0
7133,solved,22.61
7134,solved,0.33
7135,solved,0
7136,solved,0
7137,solved,0
7138,solved,33.19
7139,solved,0
7140,solved,0
7141,solved,0
7142,solved,0
7143,solved,0
7144,unsolvable,0.01
7145,solved,0
7146,solved,5.13
7147,solved,0.19
7148,solved,0
7149,solved,0
7150,solved,0.03
7151,unsolvable,0
7152,solved,0
7153,unsolvable,0
7154,solved,0
7155,solved,0.12
7156,solved,0.01
7157,solved,0.03
7158,solved,0
7159,unsolvable,0
7160,solved,0
7161,unsolvable,15.2
7162,solved,0.04
7163,solved,0.08
7164,solved,0.05
7165,solved,0.02
7166,solved,0
7167,solved,0
7168,solved,0.13
7169,solved,0
7170,solved,0.02
7171,unsolvable,1.56
7172,solved,0
7173,solved,0.3
7174,solved,0
7175,solved,0
7176,solved,0
7177,solved,0.22
7178,solved,0.2
7179,solved,0.01
7180,solved,0.66
7181,solved,0
7182,solved,0
7183,solved,0
7184,solved,0.01
7185,unsolvable,0
7186,solved,0
7187,solved,0
7188,solved,0
7189,solved,0
7190,unsolvable,0.04
7191,unsolvable,57.33
7192,unsolvable,0
7193,solved,0
7194,unsolvable,0
7195,solved,0
7196,unsolvable,0
7197,solved,4.45
7198,solved,0.04
7199,solved,0
7200,solved,0.66
7201,solved,0
7202,unsolvable,0
7203,unsolvable,2.49
7204,solved,0
7205,solved,8.26
7206,solved,0.11
7207,solved,0
7208,unsolvable,0.27
7209,solved,0.04
7210,solved,0
7211,unsolvable,0
7212,solved,0.07
7213,solved,0
7214,unsolvable,0
7215,solved,0
7216,unsolvable,0.5
7217,unsolvable,922.84
7218,solved,0
7219,solved,0.33
7220,solved,0
7221,solved,5.62
7222,solved,0
7223,solved,0
7224,unsolvable,1595.66
7225,solved,0.18
7226,solved,0
7227,unsolvable,13.24
7228,unsolvable,2884.5
7229,solved,0
7230,solved,0
7231,solved,0
7232,solved,0
7233,unsolvable,0.74
7234,solved,0.06
7235,solved,0.57
7236,solved,3.72
7237,unsolvable,1.58
7238,solved,0.06
7239,solved,0
7240,solved,0
7241,solved,0
7242,solved,0.97
7243,solved,0.24
7244,solved,0.03
7245,solved,0
7246,solved,0
7247,solved,2.04
7248,unsolvable,0.05
7249,solved,0
7250,solved,0
7251,solved,0
7252,solved,0
7253,unsolvable,10.47
7254,solved,0.03
7255,solved,0
7256,solved,0.51
7257,solved,0
7258,solved,0.06
7259,unsolvable,0.05
7260,solved,0
7261,unsolvable,450.65
7262,solved,0.95
7263,solved,0
7264,solved,0
7265,solved,0.12
7266,solved,0
7267,solved,0.23
7268,solved,0.08
7269,solved,0
7270,solved,0.31
7271,unsolvable,6.05
7272,solved,0
7273,unsolvable,1919.69
7274,solved,0
7275,solved,0.32
7276,solved,0.01
7277,unsolvable,0
7278,solved,0
7279,solved,2.09
7280,solved,3.06
7281,solved,0
7282,unsolvable,0
7283,solved,0
7284,solved,0
7285,unknown,14777.66
7286,unsolvable,0.11
7287,solved,0.02
7288,solved,0
7289,solved,0.26
7290,solved,0
7291,unsolvable,111.12
7292,solved,1.84
7293,solved,0.05
7294,unsolvable,0
7295,unsolvable,0
7296,solved,0.02
7297,solved,7.9
7298,solved,14.2
7299,solved,0
7300,solved,0
7301,solved,0
7302,solved,0.02
7303,unsolvable,0
7304,solved,0
7305,solved,0.14
7306,solved,0
7307,solved,0
7308,solved,0.01
7309,solved,0.08
7310,solved,0
7311,solved,0
7312,solved,0
7313,solved,0
7314,solved,0
7315,solved,0
7316,solved,0
7317,solved,0.58
7318,solved,0
7319,solved,0
7320,solved,0
7321,solved,55.89
7322,unsolvable,11.47
7323,solved,0.06
7324,unsolvable,94.33
7325,solved,0.04
7326,solved,0
7327,solved,0
7328,solved,0.01
7329,unsolvable,0.04
7330,solved,0
7331,solved,0
7332,solved,27.06
7333,solved,0
7334,solved,0
7335,solved,0
7336,solved,0.02
7337,solved,0
7338,solved,13.59
7339,unsolvable,0
7340,solved,0.05
7341,solved,0
7342,solved,0
7343,solved,0
7344,solved,0.01
7345,unsolvable,0.7
7346,solved,0
7347,unsolvable,0
7348,solved,0.02
7349,solved,0
7350,solved,0.26
7351,unsolvable,383.07
7352,solved,0
7353,solved,0.24
7354,solved,0
7355,solved,0
7356,unsolvable,0.07
7357,solved,0
7358,solved,0.01
7359,solved,0.34
7360,solved,0.66
7361,solved,0.11
