seed,result,time (seconds)
941,unsolvable,20.469
942,unknown,17.535
943,unknown,48.854
944,unknown,18.6
945,unknown,32.594
946,unknown,24.72
947,unknown,32.469
948,unknown,17.677
949,unknown,51.988
950,unknown,7.289
951,unknown,16.021
952,unsolvable,47.048
953,unknown,46.923
954,unknown,37.207
955,unknown,30.269
956,unknown,19.255
957,unknown,29.593
958,unknown,23.448
959,unknown,67.377
960,unknown,10.132
961,unknown,51.349
962,unknown,32.97
963,unknown,10.089
964,unknown,44.651
965,unknown,17.189
966,unknown,43.296
967,unsolvable,2.818
968,unknown,28.744
969,unknown,17.536
970,unknown,36.777
971,unknown,42.412
972,unknown,38.888
973,unknown,30.057
974,unknown,20.769
975,unknown,26.916
976,unsolvable,39.551
977,unknown,35.452
978,unknown,25.615
979,unknown,20.029
980,unknown,17.638
981,unsolvable,1.726
982,unsolvable,1.718
983,unknown,56.753
984,unknown,13.044
985,unknown,21.485
986,unknown,17.92
987,unknown,52.442
988,unknown,15.597
989,unknown,39.996
990,unknown,16.798
991,unknown,54.046
992,unknown,7.305
993,unknown,16.252
994,unknown,13.712
995,unknown,21.871
996,unknown,28.614
997,unsolvable,15.387
998,unsolvable,38.029
999,unknown,20.803
1000,unsolvable,2.189
1001,unsolvable,1.634
1002,unknown,21.733
1003,unknown,59.748
1004,unknown,18.492
1005,unknown,16.517
1006,unknown,26.165
1007,unknown,29.714
1008,unknown,22.189
1009,unknown,17.593
1010,unknown,17.027
1011,unknown,17.274
1012,unknown,16.866
1013,unknown,7.265
1014,unknown,20.804
1015,unknown,33.698
1016,unknown,27.002
1017,unknown,91.816
1018,unknown,31.453
1019,unknown,14.793
1020,unknown,10.001
1021,unknown,70.932
1022,unknown,21.656
1023,unknown,30.22
1024,unsolvable,3.571
1025,unknown,60.229
1026,unknown,50.227
1027,unsolvable,2.492
1028,unknown,15.86
1029,unknown,10.315
1030,unknown,39.501
1031,unknown,24.038
1032,unsolvable,6.187
1033,unsolvable,238.072
1034,unknown,18.417
1035,unknown,31.303
1036,unknown,39.955
1037,unknown,36.295
1038,unknown,16.229
1039,unknown,40.04
1040,unknown,48.929
1041,unknown,42.119
1042,unknown,70.367
1043,unknown,74.13
1044,unsolvable,7.92
1045,unknown,39.555
1046,unknown,24.957
1047,unknown,25.497
1048,unknown,78.164
1049,unknown,32.811
1050,unknown,50.513
1051,unknown,65.867
1052,unknown,22.334
